8.204595897964050977e-01,6.343771322613656061e-02
9.296333307306925420e-01,3.313646398456251418e+00
5.512946462084933330e+00,4.121150721302002662e-01
4.354769501964812051e+00,1.726317389176097450e+00
3.129436630837867384e-02,8.867225461756053306e+00
7.792349657277223507e+00,9.451565043647917719e+00
1.969868307016454656e+00,5.544870488731435287e+00
8.901210000091253072e-02,5.848230387870989588e-01
5.419743802824744883e+00,6.646010709847327558e-01
2.635212619237052856e+00,2.355260120781475841e+00
9.316818232366119723e-01,8.971609804833601487e+00
5.258069644496074169e+00,5.019378488060471710e+00
5.935292675083986502e+00,6.709796193851120805e+00
4.142551213497047691e+00,5.792663305167425669e+00
8.102399523776012913e+00,3.135788249632318614e+00
1.420413742811943436e+00,7.771923714082134893e+00
5.196412969964501194e+00,9.605045016791789791e+00
1.417794271106769255e+00,4.922524616052781354e+00
4.826367262750151710e+00,3.233280543893253256e+00
5.825840977803505183e+00,4.538423671926604896e+00
6.742695777018280268e+00,5.635064265880784795e+00
8.705530910016598511e+00,6.901102919923385315e-01
8.578752772794816295e+00,1.857103173027085941e-01
4.158365305153242986e+00,9.298970499454132010e+00
2.650445219252000051e+00,7.733581352497798100e-02
7.202805878465081690e+00,3.400534355524658991e+00
8.329674295031942677e+00,4.475238965192021467e+00
4.721698018317170842e+00,1.802327250257492741e+00
8.962760054991145253e+00,1.564045693460883735e+00
3.597437230266975483e+00,1.333751626361886489e+00
4.306882249639461868e+00,1.013043245429625649e+00
6.363788556810096253e+00,4.203870357462283991e+00
8.665115401597399014e+00,5.394749343382780005e+00
6.227725793755256589e-01,4.522700711435344800e+00
1.326858066198915997e+00,6.481581585909363064e+00
9.174614590957748561e+00,5.064799253503219134e+00
1.574633883293437009e+00,8.757866578506209976e+00
9.720535134962421608e+00,4.769193203870351283e+00
1.816337611082703418e+00,1.382333830651305551e+00
2.814120175365495413e+00,1.794396239207645127e+00
5.088060194384073753e+00,2.277203367821156732e-01
9.867958454253905387e+00,5.851417495004726632e+00
9.812910165363071258e+00,1.245456643077227366e+00
3.276109031299505592e+00,7.138369017530012073e+00
7.679397743548521671e-01,9.327506003561174097e+00
9.484148153551597460e+00,6.541757813191728665e-01
2.418943117339640292e+00,7.551389448719357134e+00
7.102358250253471006e-01,1.399127619136089073e+00
2.732522926795800444e+00,4.610416845142428777e-01
8.982887743272925718e+00,6.747791318034873420e+00
7.094296215792477156e+00,6.397658268642070212e-01
6.942624436791255071e+00,3.964214594214394705e+00
9.291875607609910048e+00,4.618440148324810757e+00
9.196700800055069180e+00,6.486421896632832418e-01
9.706103795173683935e+00,2.940420453322889482e+00
1.209727347883304827e-01,8.890674809267618883e+00
9.060953119775804865e+00,1.333005272696636823e+00
5.039228534569971885e+00,1.637047082421072552e-01
3.769819792122939273e+00,2.268995940652756005e+00
4.682851024245327842e+00,5.807483334214433413e+00
2.391864190327063433e+00,6.910261624747517040e+00
1.906271661731970823e+00,1.184221098128800387e+00
5.175120000551114430e+00,8.099056431672106982e+00
4.879972468020692844e+00,8.267726536328689591e+00
9.591142096183599364e+00,5.427310073910579291e+00
6.070465028903373472e+00,9.054196765807411396e+00
4.222121005938438643e+00,8.555718199861438222e+00
6.376399262847717964e+00,4.648248878655979688e+00
7.678891619923313705e+00,5.505679387762301147e+00
4.697413131625454596e+00,5.494870915329203243e+00
5.664366604851601927e+00,6.375554550958487887e+00
9.451427960688450369e+00,6.930456987363637467e+00
5.555585022540906692e+00,6.645077748931246475e+00
1.700473975929750470e+00,9.225513708859683248e+00
8.889884053084445625e+00,2.088463746766064943e+00
2.790671462361983046e+00,3.629310124353237743e+00
5.727000512347254713e+00,3.115768363204404423e+00
2.001677338852888788e+00,5.067473872769578946e+00
2.691116184949056134e+00,5.534880360712030267e+00
9.982901922490071911e+00,1.686115435323880529e+00
3.151215984387713220e+00,1.900657114398366376e+00
5.077484902519615595e+00,6.237968798602655518e-01
3.897070050760584881e+00,3.905129664641350473e+00
6.206817469658836295e+00,3.472995671753990266e+00
1.597275301869766073e+00,6.599399247464452500e+00
3.654806417383216210e-01,9.865109458596336367e+00
7.424668811147063785e+00,6.284277035630001507e+00
4.344326368027761731e+00,6.005098307641906885e+00
4.948043990067251485e+00,6.969462817278315736e-01
7.895387093664250955e+00,7.690374292643489262e+00
9.035765888318735506e+00,6.409435857360891831e+00
1.932938014479900213e+00,4.722780423307540332e+00
2.301765735342865327e+00,1.883435649667988265e+00
3.202344995623502832e+00,1.904550019720918641e+00
8.213696060773372665e+00,6.355230373801830090e+00
2.703599483990525520e+00,9.009042842774606541e+00
3.754706141921525742e+00,8.824963731343455464e+00
6.020861014052414362e-01,6.703735507113672831e+00
8.372558150705478042e+00,9.361615994716924405e+00
7.470449280765656397e+00,7.189934767921028147e+00
2.051591731479085468e+00,8.107422839844531381e+00
5.764245739174658212e+00,8.817869393190241212e+00
1.045164447449999923e+00,1.244178288486857964e+00
7.864535988015937562e+00,1.963154434809338822e+00
6.718106439052834666e+00,4.182308978205073746e-01
4.990969046464631909e+00,4.468911494539042906e+00
7.854038855911853467e+00,1.191868485247002951e+00
2.786982923324893058e+00,8.662669017986804221e+00
3.979974088799226095e+00,1.801232018287751702e+00
9.022944596135541673e+00,2.769803451649914816e+00
1.564895196055026139e+00,7.368322905855660743e+00
9.307414420252243303e+00,8.093426971336958431e+00
4.564018435245477789e+00,2.466523837945160391e+00
2.467247234873324313e+00,6.968125579905676048e+00
9.654724762875650512e+00,4.416377903729006960e+00
8.046990068961122233e+00,1.846051180379512102e+00
8.802918572880670922e+00,5.851304936693685121e+00
8.534467850393534505e-01,2.474471699070313946e+00
9.417279406632295125e-01,7.620427268453557446e+00
3.265272023052570916e+00,4.066276292238822698e+00
4.394655308065013699e+00,3.117293402223364485e+00
6.857119375753176982e+00,4.384522470158483287e+00
8.819424605952866258e+00,3.054686900092418167e-01
6.875029715490640569e+00,1.393463530529143179e+00
5.467732221080624733e+00,5.546881963551854255e+00
8.067469504492191135e+00,4.313656026405202404e+00
2.660015400639791139e+00,6.972408509029981438e+00
6.896751055451158408e+00,1.954000447287913556e+00
5.743761125975047399e+00,2.771873502974200321e+00
2.949063918939964779e+00,1.993916802366290097e+00
2.177081952586505054e+00,5.070480341263694513e+00
1.648701437937113434e+00,5.035783430874204214e+00
4.345573131023355629e+00,2.890410689383547727e+00
7.726010831156364667e+00,8.956859102565818631e+00
2.793796545852068824e+00,9.474189466367244350e-02
4.446354657187630899e+00,3.317754934961920643e+00
6.401243121210479003e+00,7.655502140365775254e+00
5.408559463770756803e-01,4.042399763523122580e+00
6.157620782167611218e+00,8.480121916678802663e+00
7.255219237638254270e+00,1.177785395205860342e+00
6.394572647371439267e+00,1.794370297447265283e+00
3.385199999380449576e+00,9.919227368988536853e-02
4.006145816964973960e+00,8.533440571834059796e+00
4.374077348161881318e+00,5.808093914988731399e+00
7.816165201779659455e+00,3.316699565167151587e+00
1.322244875027904776e+00,9.381061596258799540e-01
7.317724092726496821e+00,7.658806037027877878e+00
8.253753758764565518e+00,1.652603884331657058e+00
2.207759431442501974e-01,9.169214839461634625e+00
2.653265329599507005e+00,1.429549870230772957e-01
